id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
20197,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Wrangler Men Printed Grey Sweatshirt
51332,Men,Apparel,Bottomwear,Rain Trousers,Black,Summer,2015.0,,Wildcraft Men Black Rain Trousers
50019,Women,Apparel,Bottomwear,Leggings,Grey Melange,Winter,2015.0,Casual,Hanes Women Grey Comfortsoft Waistband Cotton - Stretch Lace Capri Leggings
28755,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aurelia Women Printed Purple Kurta
6973,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,s.Oliver Men's California Orange T-shirt
59352,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Vishudh Women Green Printed Kurta
6380,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Puma Men's Future Cat Remix Black Shoe
12097,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas
2344,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,Reebok Men Club Stripe Black Polo T-shirt
43063,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Red Portugal Football T-shirt
51760,Women,Footwear,Shoes,Heels,Grey,Winter,2015.0,Casual,Catwalk Women Grey Peep Toes
29448,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Casual,Giordano Men Black Dial Watch
10506,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Flying Machine Women Fuschia Red Tshirts
37324,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO Sheen Women White Dial Chronograph Watch SX033 SHE-5514D-7ADR
6146,Unisex,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,Puma Unisex K9 Coffee Beige Floater
43860,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Earrings
10995,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Inkfruit Men Respest Me Black Tshirts
11847,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2012.0,Casual,Playboy Men White Flip Flops
19818,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Green Sweatshirt
48686,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings
48216,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Men Brown Sunglasses
59364,Women,Apparel,Topwear,Kurtas,Turquoise Blue,Summer,2012.0,Ethnic,Vishudh Women Turquoise Blue Printed Kurta
38737,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2012.0,Casual,Nike Unisex Grey Backpack
47266,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,FCUK Underwear Men White Striped Brief
37323,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO Sheen Women Black Dial Chronograph Watch SX024 SHE-5512D-1ADF
36695,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017.0,Casual,Dolce & Gabbana Men The One Perfume
26635,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Future Cat Black Casual Shoes
14531,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Mark Taylor Men Printed Green Tshirts
23181,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Black Coffee Men Red Check Shirt
9599,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Scullers Men Navy Blue Shirts
39843,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Dark Navy T-Shirt
38991,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Rodeo T-shirt
15087,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Mother Earth Men Solid Black Shirts
30905,Women,Apparel,Bottomwear,Salwar,Maroon,Summer,2012.0,Ethnic,Fabindia Women Maroon Salwar
18561,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Catwalk Women  Blue Casual Shoe
50028,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Black,Winter,2015.0,Casual,Hanes Women Assorted Lounge Shorts
8474,Women,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers For Her Women Scarf Shirt Black Tops
33982,Women,Apparel,Bottomwear,Stockings,Black,Summer,2012.0,Casual,Femella Women Black Stockings
39484,Unisex,Accessories,Bags,Backpacks,Yellow,Winter,2018.0,Casual,Wildcraft Unisex Yellow Hydrator  Backpack
9196,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Puma Men Axis Silver Sports Shoes
29286,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Adino Stripe White Shirt
25679,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Women Silver-Toned Dial Watch NE9732QL01J
57259,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Murcia Women Black Handbag
11028,Women,Apparel,Topwear,Tunics,Blue,Fall,2011.0,Casual,Wrangler Women Blue Kangroo Pocket Tunic
54884,Women,Accessories,Jewellery,Necklace and Chains,Red,Fall,2012.0,Casual,Ivory Tag Women Tangerine Coral Red and Orange Necklace
33976,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Femella Women Check Navy Blue Dress
15027,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011.0,Casual,ADIDAS Women Solid Pink Sweatshirts
15215,Men,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,United Colors of Benetton Black  Backpack
25480,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men City Court VII White Sports Shoes
3467,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,ADIDAS Women Adi Slide White Silver Shoe
47656,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Femella Women Black Printed Dress
35044,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fabindia Women Silk Black Kurta
53090,Women,Accessories,Jewellery,Necklace and Chains,Silver,Winter,2016.0,Casual,Fabindia Silver Necklace
14757,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Men Stripes Blue Shirts
11225,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Women Cinecitta Black Steel Watches
50615,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,Chromozome Men Grey Melange Briefs
57408,Women,Apparel,Innerwear,Briefs,Black,Winter,2015.0,Casual,Amante Women Black Briefs PGSK01
39477,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Diva Women Brown Kurta
5936,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,ADIDAS Men's Derby Tatoo White Shoe
56982,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,HM Women Black Sandals
1906,Men,Apparel,Topwear,Tshirts,Cream,Winter,2010.0,Casual,FIFA Mens 1905 Football Federation T-shirt
24758,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Ed Hardy Men Black T-shirt
30358,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Rodeo Off White T-shirt
55152,Women,Personal Care,Nails,Nail Polish,Purple,Spring,2017.0,Casual,Lakme True Wear Freespirit Nail Polish N236
53097,Women,Accessories,Jewellery,Earrings,Maroon,Winter,2016.0,Ethnic,Fabindia Maroon & White Earrings
19289,Women,Accessories,Watches,Watches,Purple,Fall,2012.0,Casual,Guess Women Grey Dial Watch with Swarovski Elements W70036L4
37714,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,John Players Men Polo Blue T-shirt
32266,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016.0,Casual,2go Active Gear USA Men Red Pele Track Pants
6576,Men,Apparel,Topwear,Tshirts,White,Winter,2011.0,Casual,Inkfruit Men's Music Train White T-shirt
17545,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Mark Taylor Men Brown & White Striped Shirt
28157,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Ray-Ban Men Aviator Sunglasses
41903,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Playboy Men Vegas Perfume Buy 1 Get 1 free
14759,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Arrow Men Solid Brown Shirts
38593,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Women Printed Scoop Black T-shirt
44815,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans
49736,Men,Accessories,Ties,Ties,Purple,Summer,2012.0,Casual,Park Avenue Men Purple Tie
34950,Women,Apparel,Saree,Sarees,Beige,Summer,2012.0,Ethnic,Fabindia Women H& Printed Beige Sari
11825,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2013.0,Casual,Playboy Men Casual Green Casual Shoes
17914,Men,Apparel,Topwear,Tshirts,Black,Spring,2013.0,Casual,Nike Mens Polo Black T-shirt
35876,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Marvel Boys Comics Orange T-shirt
43233,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Reebok Men Grey Acer Sports Shoes
22204,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Timberland Men White Check Shirt
9198,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Faas 500 Black Casual Shoes
36052,Unisex,Accessories,Bags,Handbags,Khaki,Fall,2012.0,Casual,OTLS Unisex Khaki Dual Flap Bag
4687,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Sports,ADIDAS Load Black Silver Unisex Backpack
6124,Men,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,Puma Men Motion MR Black  Shoulder Bag
17573,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt
53431,Women,Apparel,Topwear,Kurtas,Black,Fall,2012.0,Ethnic,Alma Women Black Printed Kurta
12657,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men Stripes White Shirts
15812,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Facit Men Trophy BKN Blue Briefs
14598,Women,Apparel,Bottomwear,Stockings,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Stockings
18193,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Slim Fit Jeans
8072,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,New Balance Women Grey Sports Shoes
13923,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Dart 9 Leather Black Sports Shoes
31841,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Watch
17110,Women,Accessories,Bags,Clutches,Gold,Winter,2015.0,Casual,Lino Perros Women Classic Gold Clutch
1762,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Lotto Women Cathy Blue T-shirt
12650,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Probase Men Printed Maroon Tshirts
43496,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,French Connection Men Navy Blue T-shirt
56144,Women,Personal Care,Makeup,Eyeshadow,Nude,Spring,2017.0,Casual,Colorbar Seductively Nude Enchanting Trio Eye Shadow
11445,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,United Colors of Benetton Women  Winter White Printed Top
7237,Men,Footwear,Shoes,Formal Shoes,Beige,Fall,2011.0,Formal,Rockport Men's Slate Taupe Fabric Shoe
43650,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,ONLY Women Blue Top
2577,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Domyos Women White Sports Top
19842,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,U.S. Polo Assn. Men Striped Red Shirt
20766,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Carlton London Women Classy Black Heels
25214,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Lino Perros Women Leatherette Pink Handbag
26491,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt
27520,Women,Footwear,Shoes,Heels,Grey,Winter,2015.0,Casual,Catwalk Women Grey Heels
27144,Women,Apparel,Innerwear,Bra,White,Summer,2012.0,Casual,Miss-T White Bra
35481,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Bata Men Black Mocassino Formal Shoes
50224,Women,Accessories,Belts,Belts,Pink,Summer,2012.0,Casual,Stoln Women Pink Belt
56127,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Colorbar Almond Coffee Foundation 003
39041,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Formal,Belmonte Men Steel Bright Assorted Cufflinks
59534,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Silver Earrings
10369,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Checks Blue Shirts
40419,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women White & Blue Printed Top
9137,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Puma Men Vibrant VI Black Casual Shoes
9759,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Classic Polo Men Navy Blue Polo Tshirts
18900,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Arrow Woman Igor Black Top
6147,Unisex,Footwear,Sandal,Sandals,Grey,Summer,2011.0,Casual,Puma Unisex K9 Grey Yellow Floater
21240,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Manchester United Men Black Deo
26859,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Davidoff Women Cool Water Perfume
22603,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Sports,Nike Men Solid Grey T-shirt
10197,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Hddcs Brown Handbags
55107,Women,Personal Care,Skin,Face Moisturisers,Silver,Spring,2017.0,Casual,Pond's Age Miracle Deep Action Night Cream
3297,Men,Footwear,Shoes,Sports Shoes,Silver,Spring,2011.0,Sports,Asics Men's Sport Running Gel-Pulse 2 Silver Red Shoe
7896,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Proline Men Blue Shorts
45198,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Analogue Watch A653
5709,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2011.0,Casual,Reebok Men's Hanawi Terra Grey Flip Flop
38194,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Men Sunglasses
34759,Women,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Be For Bag Women Black & Yellow Tote Bag
42516,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012.0,Ethnic,Mother Earth Women Blue Kurti
7291,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Mickey Men's Donald Salute Star Brown T-shirt
34596,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Tonga Women Navy Lace Shirt
42172,Men,Apparel,Topwear,Tshirts,Red,Winter,2016.0,Casual,Status Quo Men Red T-shirt
47400,Women,Accessories,Bags,Mobile Pouch,Teal,Summer,2012.0,Casual,Baggit Women Teal Aandhi Anna Mobile Pouch
11087,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Green Check Shirt
40625,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Span Women Light Green Kurta
2373,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Brown Formal Men's Shoe
50443,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Chromozome Men Navy Blue Brief
19448,Men,Apparel,Topwear,Tshirts,Cream,Fall,2011.0,Casual,Quiksilver Men Cream Striped T-shirt
47090,Boys,Footwear,Sandal,Sandals,Green,Summer,2012.0,Casual,Marvel Boys Green Hero Sandals
37748,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,John Players Men White Check Shirt
14966,Men,Accessories,Wallets,Wallets,Brown,Fall,2011.0,Formal,Newhide Antique Wallet
33778,Unisex,Accessories,Socks,Socks,Cream,Summer,2011.0,Casual,Puma Unisex Retro Pack of 2 Socks
46941,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,York Women Clematis Perfume
43259,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aneri Women Purple Kurta
19013,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Originals Women G Couple Black Tshirt
31017,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Arrow Men White Striped Shirt
44420,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Leather Shoes
36000,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Ben 10 Boys Navy Blue T-shirt
5363,Unisex,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Btwin Six Mtb Shoes 2009
57661,Women,Personal Care,Nails,Nail Polish,Gold,Spring,2017.0,Casual,Lotus Herbals Gold Mist Nail Polish 972
4245,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Probase Men's I'M So Broke Navy T-shirt
37542,Boys,Accessories,Gloves,Gloves,White,Summer,2012.0,Casual,Madagascar 3 Infant Boys White Mittens
3252,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Puma Men's Suede Archive Black White Shoe
4077,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Women Dark Black Shoe
56111,Women,Personal Care,Lips,Lip Gloss,Maroon,Spring,2017.0,Casual,Colorbar Wine Not Lip Pot 016
51334,Men,Apparel,Bottomwear,Rain Trousers,Navy Blue,Summer,2012.0,,Wildcraft Men Navy Blue Rain Trousers
11279,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Men Blue Texas Jeans
58272,Women,Accessories,Bags,Handbags,Red,Fall,2012.0,Casual,Baggit Women Red Sling Bag
49132,Women,Personal Care,Lips,Lip Liner,Peach,Spring,2017.0,Casual,Deborah Extra Lip Liner 06
9757,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Ikon Blue Polo Tshirts
42976,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,FCUK Black Brief
25018,Women,Footwear,Shoes,Flats,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Blue Ballerinas
53098,Women,Accessories,Jewellery,Earrings,Green,Winter,2016.0,Ethnic,Fabindia Maroon & Green Earrings
29083,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fastrack Men Leather Brown Wallet
36857,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Spykar Men Cult White Shirt
26803,Men,Apparel,Topwear,Shirts,Maroon,Summer,2013.0,Formal,Arrow Men Maroon Striped Slim Fit Shirt
24768,Men,Footwear,Flip Flops,Flip Flops,Grey,Spring,2011.0,Casual,Spalding Men Grey Flip-Flops
21814,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Men Evans Zip Trifold Black Wallet
53408,Women,Apparel,Topwear,Kurtas,Beige,Fall,2012.0,Ethnic,Alma Women Beige Printed Kurta
53850,Women,Apparel,Topwear,Kurtas,Turquoise Blue,Fall,2012.0,Ethnic,Vishudh Women Turquoise Blue Printed Kurta
22454,Women,Apparel,Bottomwear,Leggings,Red,Fall,2011.0,Casual,Myntra Women Red Leggings
31043,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Arrow Sport Men Blue & Black Check Shirt
28952,Women,Apparel,Topwear,Kurtis,White,Summer,2012.0,Ethnic,BIBA OUTLET Women White Kurta
6780,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Timberland Men's Pique Polo Red T-shirt
46575,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Timex Women White Dial Watch
22030,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Vishudh Women Printed Red Kurta
57407,Women,Apparel,Innerwear,Briefs,White,Winter,2015.0,Casual,Amante Women White Bikini Briefs PGSI01
1551,Unisex,Sporting Goods,Sports Equipment,Footballs,Orange,Fall,2010.0,Sports,Puma Power Cat Trainer-OB Football
46581,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Catwalk Women Black Heels
51360,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans
54612,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey ELANCE Men White Briefs 1009
30165,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Esprit Men Black Dial Watch
55992,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Colorbar Velvet Matte Verve Lipstick 15 BR
12803,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Nike Women Polka Dot Grafitti Pink T-shirt
41902,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Playboy Men Miami Perfume Buy 1 Get 1 free
39818,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Red Tape Men Black Sandals
2916,Women,Apparel,Topwear,Tops,Yellow,Fall,2010.0,Casual,DUSG Women Reuse Reduce Bamboo Yellow Top
7458,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Proline Men Grey Striped Polo T-shirt
56526,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Streetwear Satin Smooth Raspberry Lipcolor 07
25212,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Lino Perros Women Leatherite Pink Handbag
13770,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Belmonte Men Printed Grey Tshirts
52516,Women,Apparel,Innerwear,Camisoles,White,Winter,2015.0,Casual,Red Rose White Camisole
8284,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Skechers Men Arnold Black Floater
9500,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men white grey check Black Shirts
13779,Men,Apparel,Bottomwear,Trousers,Cream,Fall,2011.0,Casual,Belmonte Men Solid Cream Trousers
16039,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Highlander Men Check Green Shirt
57409,Women,Apparel,Innerwear,Briefs,Off White,Winter,2015.0,Casual,Amante Women Off-White Lace Bikini Briefs PGSM02
48085,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,French Connection Women Purple Dress
45335,Women,Footwear,Shoes,Heels,Beige,Summer,2016.0,Casual,Cobblerz Women Beige & Green Sandals
43694,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Doodle Girls Navy Blue Dress
22465,Women,Apparel,Bottomwear,Leggings,Pink,Fall,2011.0,Casual,Myntra Women Pink Patiala Salwar
7035,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,s.Oliver Men's Superior Nasty Body Grey T-shirt
11011,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Wrangler Women Smocked Yoke Blue Tops
30198,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012.0,Casual,Nike Unisex Casual Blue Backpack
7831,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Proline Men Red Printed T-shirt
18998,Unisex,Accessories,Scarves,Scarves,Black,Fall,2011.0,Casual,ADIDAS Originals Unisex Black Scarf
55957,Women,Personal Care,Lips,Lipstick,Red,Spring,2017.0,Casual,Colorbar Take Me As I Am Mischievous Wine Lipstick 008
53091,Women,Accessories,Jewellery,Necklace and Chains,Blue,Winter,2016.0,Ethnic,Fabindia Blue & Off-White Necklace
39816,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Red Tape Men Brown Sandals
20107,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Diva Women Printed Pink Kurta
56173,Women,Personal Care,Makeup,Kajal and Eyeliner,Green,Spring,2017.0,Casual,Colorbar Color Intense Green Eyeliner 006
21021,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Black coffee Men Purple Slim Fit Shirt
11486,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,Puma Men Top Fluctuation Gents Black Black Watches
4015,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's I don't Have Enough Black T-shirt
38628,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Nike Men Yellow Coaster T-shirt
51640,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch JR1369
54564,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Sushilas Women Printed Maroon Kurta
46267,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,109F Women Grey Top
17293,Unisex,Accessories,Bags,Backpacks,Red,Fall,2011.0,Casual,Nike Unisex Backpack
11958,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Ganuchi Men Casual Black Casual Shoes
16173,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Enroute Men Leather Black Formal Shoes
19594,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Striped Black TShirt
21950,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Casual Red Handbag
17856,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Levis Men Boxer Navy Blue Brief
29765,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Griffith White Shirt
22977,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Fila Men White Galaxy Sports Shoes
34812,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Phoenix White Sports Shoes
18680,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016.0,Casual,Hanes Men Grey Retro Boxer Trunks
19752,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Levis Men Solid Navy Blue Tshirt
13866,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts
5628,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,ADIDAS Men's Adi Slide Black Yellow Flip Flop
5046,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Fila Men's Vision White Navy Shoe
44705,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Wills Lifestyle Women White Top
20072,Women,Accessories,Stoles,Stoles,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Stole
40197,Women,Apparel,Topwear,Kurtis,Peach,Summer,2012.0,Ethnic,Mumbai Slang Women Peach Kurti
